Files,Classes,CDR,FoS_mean,FoS_std,FoS_var
drishtiGS_032.png,0,0.5480769230769231,66.44027439,36.97352765,1367.041747
drishtiGS_045.png,0,0.021538461538461538,34.0692092,17.02475593,289.8423145
drishtiGS_049.png,0,0.0481283422459893,52.5860064,27.35796132,748.4580476
drishtiGS_039.png,0,0.17940199335548174,53.33059084,28.74773842,826.4324643
drishtiGS_053.png,0,0.3471502590673575,59.10161831,30.93507376,956.9787887
drishtiGS_052.png,0,0.166270783847981,28.27731529,17.8919502,320.1218821
drishtiGS_048.png,0,0.11475409836065574,59.32941007,28.52546143,813.7019499
drishtiGS_034.png,0,0.36217948717948717,57.87471267,28.34236672,803.2897513
Im0560_g_ORIGA.jpg,0,0.371007371007371,73.0128665,48.7962901,2381.077928
Im0561_g_ORIGA.jpg,0,0.6550868486352357,71.61759726,50.47595611,2547.822145
Im0567_g_ORIGA.jpg,0,0.07692307692307693,78.42234548,53.91636794,2906.974732
Im0570_g_ORIGA.jpg,0,0.7321867321867321,64.43330654,42.30583747,1789.783884
Im0571_g_ORIGA.jpg,0,0.7740259740259741,62.98814694,41.71102598,1739.809688
Im0568_g_ORIGA.jpg,0,0.07174887892376682,64.01093086,46.61272315,2172.74596
Im0579_g_ORIGA.jpg,0,0.0943952802359882,76.11327871,49.5998106,2460.141211
402.jpg,0,0.6575682382133995,71.62067509,50.48347443,2548.58119
398.jpg,0,0.371007371007371,73.01410421,48.79781257,2381.226512
366.jpg,0,0.5991091314031181,62.63984855,52.76207092,2783.836128
362.jpg,0,0.20098039215686275,70.16661882,49.37129567,2437.524836
354.jpg,0,0.4975728155339806,75.00950034,52.74467687,2782.000939
619.jpg,0,0.1791907514450867,72.42775265,47.0381796,2212.59034
623.jpg,0,0.5152173913043478,72.01211262,49.35318001,2435.736378
626.jpg,0,0.48130841121495327,70.28412294,50.16445427,2516.472472
624.jpg,0,0.5934065934065934,74.2388099,51.59282058,2661.819136
1386_left.jpg,0,0.35046728971962615,35.67728785,34.30915166,1177.117887
1389_left.jpg,0,0.4033333333333333,18.39956164,23.55614182,554.8918175
1374_left.jpg,0,0.7054545454545454,26.56317968,25.949098,673.3556872
1362_right.jpg,0,0.5684523809523809,35.64447021,42.39631347,1797.447396
1386_right.jpg,0,0.22151898734177214,38.68169317,33.6432912,1131.871043
1383_left.jpg,0,0.3719806763285024,60.41233017,26.91146878,724.2271518
1362_left.jpg,0,0.2718562874251497,27.07348457,34.08926484,1162.077978
1383_right.jpg,0,0.28205128205128205,69.7062393,28.14656484,792.229112
1378_right.jpg,0,0.5965909090909091,31.80564989,41.96584909,1761.13249
1365_right.jpg,0,0.08225108225108226,34.60794367,44.27350162,1960.142946
1378_left.jpg,0,0.46726190476190477,36.03240748,25.07417442,628.714223
1409_right.jpg,0,0.47468354430379744,56.03172588,55.08772958,3034.65795
1411_left.jpg,0,0.6300268096514745,30.5111125,24.31333077,591.1380529
1421_right.jpg,0,0.05555555555555555,27.32029533,29.36205531,862.1302918
1424_right.jpg,0,0.25210084033613445,54.15976178,36.91467438,1362.693184
1409_left.jpg,0,0.6081632653061224,45.92932224,48.07449812,2311.157369
1404_right.jpg,0,0.5484949832775919,32.24633136,31.84444537,1014.068701
1406_left.jpg,0,0.23995535714285715,20.97636458,27.01271584,729.6868168
1412_right.jpg,0,0.21084337349397592,76.62831973,30.91515062,955.7465381
1396_right.jpg,0,0.6528497409326425,35.52625542,50.37361103,2537.500689
1401_right.jpg,0,0.7181208053691275,42.08159657,37.19873828,1383.74613
1404_left.jpg,0,0.5693950177935944,34.88134163,32.89692753,1082.207841
1424_left.jpg,0,0.23255813953488372,51.03017736,30.03152042,901.892219
1415_right.jpg,0,32.0,63.55120749,63.117281,3983.791161
1422_left.jpg,0,0.06263736263736264,7.76317112,11.10851106,123.3990181
1419_right.jpg,0,0.05964912280701754,18.89873988,24.30272043,590.6222204
1416_left.jpg,0,0.9174311926605505,33.45507833,50.48706946,2548.944182
1420_right.jpg,0,0.10554089709762533,29.23116545,22.17534799,491.7460585
1411_right.jpg,0,0.4537037037037037,31.70802951,22.3019749,497.3780845
1414_left.jpg,0,0.0425531914893617,35.34320803,21.52662885,463.3957496
1420_left.jpg,0,0.1314878892733564,35.92749549,24.67859698,609.033149
1410_right.jpg,0,0.06774193548387097,15.51067977,20.20265799,408.1473901
1422_right.jpg,0,0.13602015113350127,16.29468262,26.32123142,692.8072235
1425_left.jpg,0,2.0643564356435644,91.07564856,54.03133989,2919.38569
1402_right.jpg,0,0.015261044176706828,54.35911654,60.54469792,3665.660447
1415_left.jpg,0,0.005610098176718092,65.67028658,66.17410471,4379.012134
1416_right.jpg,0,0.9362416107382551,24.71280286,41.30141613,1705.806974
1389_right.jpg,0,0.32341269841269843,33.06568167,43.44151862,1887.16554
1392_left.jpg,0,0.1557377049180328,50.03795605,38.93798322,1516.166537
1419_left.jpg,0,0.14255765199161424,14.6846153,18.82090331,354.2264016
DS000DL6.JPG,1,0.10135135135135136,35.62622106,39.24163332,1539.905786
DS000DL5.JPG,1,0.5263157894736842,43.60919994,47.37746223,2244.623928
DS000DL3.JPG,1,0.48717948717948717,48.18421007,51.33512884,2635.295453
